Conjuge,Dependentes,TelefoneFixo,SegurancaOnline,BackupOnline,SeguroNoDispositivo,SuporteTecnico,TVaCabo,StreamingDeFilmes,PagamentoOnline,Maior65Anos,MesesDeContrato,ContaMensal,VariasLinhasTelefonicas_Nao,VariasLinhasTelefonicas_SemServicoTelefonico,VariasLinhasTelefonicas_Sim,ServicoDeInternet_DSL,ServicoDeInternet_FibraOptica,ServicoDeInternet_Nao,TipoDeContrato_DoisAnos,TipoDeContrato_Mensalmente,TipoDeContrato_UmAno,FormaDePagamento_CartaoDeCredito,FormaDePagamento_ChequeDigital,FormaDePagamento_ChequePapel,FormaDePagamento_DebitoEmConta,Churn
0,0,1,0,1,0,0,1,1,1,1,11,95.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,16,19.75,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,1,1,1,1,1,0,0,72,86.6,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,1,1,1,1,0,0,72,109.2,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1,1,1,0,0,1,1,1,1,0,41,74.7,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,1,1,0,0,1,0,1,65,94.4,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,1,1,0,0,0,1,1,13,54.8,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,0,1,4,75.35,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,1,0,0,1,0,0,41,65.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0,0,1,0,1,0,0,0,0,1,1,15,74.4,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,0,0,0,0,0,1,0,1,48.55,1,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0,1,1,1,1,0,0,1,1,0,42,99.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,1,1,0,1,0,1,0,51,93.5,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,0,0,0,0,2,70.4,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,1,0,0,1,0,0,1,1,40.2,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,1,1,0,1,1,1,1,1,0,0,32,83.7,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,10,19.85,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0,1,1,1,1,1,1,0,67,59.55,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,0,0,61,115.1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,1,1,1,1,1,0,0,50,114.35,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,2,44.6,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1,0,0,1,0,1,0,0,1,1,1,29,45.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,1,1,3,41.15,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,1,1,0,1,1,1,1,13,106.9,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1,0,0,0,1,1,1,57,89.85,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,1,0,1,0,1,1,0,31,49.85,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,1,1,1,1,1,1,0,0,45,113.3,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1,1,1,1,1,1,1,1,1,0,0,61,88.1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,50,24.9,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,1,0,1,1,1,1,1,19,105.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,59,19.35,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,0,0,0,0,0,1,0,71,24.25,0,0,1,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,0,0,1,1,1,1,1,16,94.45,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,1,0,1,0,0,1,0,57,59.75,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,24.8,0,1,0,1,0,0,0,1,0,0,0,0,1,1
1,0,1,0,1,0,1,1,1,0,1,20,107.05,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,70.6,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,1,0,0,1,0,5,85.4,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,1,1,0,1,1,1,0,52,105.05,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,1,0,0,0,1,1,1,21,64.95,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,1,1,1,1,1,0,14,55.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,0,0,5,50.55,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,1,1,0,0,0,0,0,0,6,55.15,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,0,1,0,0,0,0,0,0,10,51.2,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1,25.4,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,0,0,68,54.45,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,1,1,0,0,1,0,1,1,0,0,18,95.15,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,1,0,22,76.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,20,44.35,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,70.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,0,0,1,1,8,74.5,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,0,10,44.85,1,0,0,1,0,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,1,1,24,76.1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,1,1,0,0,0,0,0,35,61.2,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,1,0,1,1,1,0,0,0,0,23,86.8,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,1,1,1,1,6,89.35,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,12,19.7,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,1,20.25,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0,1,0,0,0,0,0,71,76.05,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1,0,1,0,0,1,0,1,1,1,1,35,100.8,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,0,1,0,1,1,1,0,40,74.55,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,1,1,1,0,0,0,0,0,1,0,1,73.6,1,0,0,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,1,1,1,0,23,64.9,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,1,1,1,1,4,95.45,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,1,0,1,1,0,4,90.4,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0,1,1,1,1,1,0,0,68,60.3,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,0,38,81.85,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,52,24.8,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,1,1,32,74.9,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0,1,1,1,1,0,0,29,75.55,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,1,0,1,0,0,1,1,0,1,38,101.15,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1,1,1,0,1,0,1,1,1,0,48,78.75,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,19.25,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0,0,1,0,1,1,0,22,89.05,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1,1,1,1,1,0,0,43,115.05,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,1,1,5,69.35,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,1,0,1,0,5,80.6,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,1,0,1,1,1,0,0,51,110.05,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,71,19.9,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1,1,1,1,0,1,1,1,0,0,38,80.3,1,0,0,1,0,0,0,0,1,1,0,0,0,1
1,0,1,0,0,1,0,1,1,1,1,24,93.15,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,1,1,0,1,0,35,91.5,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,1,0,1,1,1,0,1,54,82.45,0,0,1,1,0,0,0,0,1,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,0,72,60.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,44.8,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,0,0,0,0,0,0,0,9,48.6,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,1,0,1,1,1,1,0,69,60.05,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,0,1,0,1,1,1,1,0,52,102.7,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,0,0,1,1,0,1,1,11,82.9,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,1,2,70.35,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,0,0,0,0,0,1,0,1,1,28,35.9,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,1,0,0,0,1,1,17,82.65,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,35,19.85,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,0,8,19.2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,1,1,0,1,0,1,0,46,94.9,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,7,73.85,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,0,0,2,80.6,0,0,1,0,1,0,0,1,0,0,0,1,0,1
1,1,1,0,1,1,1,0,1,1,0,68,75.8,0,0,1,1,0,0,0,0,1,0,0,0,1,1
0,0,1,0,1,1,0,1,1,1,0,43,104.6,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0,0,1,1,1,1,1,1,1,1,0,68,88.15,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,1,0,0,1,1,1,0,36,94.8,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,1,1,0,1,1,1,0,63,103.4,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,1,0,0,0,1,32,54.65,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,1,1,1,1,1,0,0,71,85.75,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,1,1,1,1,1,0,0,0,1,0,66,67.45,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,63,20.5,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,1,0,0,0,0,0,0,1,0,41,20.25,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,1,1,72.1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,1,1,1,0,2,90.4,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,0,0,70,19.45,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,1,0,23,44.95,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,1,1,0,0,1,0,1,64,97.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,1,1,0,1,1,0,0,1,0,37,62.8,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,17,44.6,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,1,1,1,1,7,89.15,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,1,1,0,0,0,1,0,4,84.8,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,0,1,0,0,0,1,0,1,1,21,41.9,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,0,10,80.25,1,0,0,0,1,0,0,1,0,0,0,0,1,1
0,0,1,1,0,0,0,0,0,1,1,16,54.1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,0,1,0,1,0,1,1,1,1,0,64,105.25,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,1,27,30.75,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,1,1,1,0,0,0,1,1,0,0,42,97.1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,0,5,20.2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,1,0,1,1,1,1,0,41,98.8,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,0,0,1,0,0,0,0,0,58,50.3,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,47,20.55,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,0,0,1,0,0,1,0,18,75.9,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0,1,0,1,1,0,0,5,96.5,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1,0,1,1,0,0,0,0,1,1,0,23,59.95,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,1,19.15,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0,1,0,1,1,1,0,71,98.65,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,72,112.6,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,33,20.6,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,1,0,1,0,2,85.65,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,1,0,1,0,0,1,0,0,0,0,24,35.75,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1,1,1,0,1,1,1,0,1,1,0,56,99.75,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,1,1,1,0,37,96.1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,1,1,1,1,1,0,0,43,85.1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,25.35,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,0,0,1,1,1,1,1,0,25,104.95,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,0,1,1,1,1,1,1,1,0,0,61,89.65,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0,1,1,0,0,0,0,17,86.75,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,1,1,1,0,0,1,0,41,86.2,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,0,1,0,0,0,0,0,0,1,50.65,1,0,0,1,0,0,0,1,0,0,0,1,0,1
1,1,0,1,1,1,1,1,1,1,1,72,64.8,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,0,0,0,1,1,0,1,90.85,0,0,1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,1,1,0,1,1,1,0,48,108.1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,1,11,19.95,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1,0,1,0,1,1,0,0,0,1,1,55,85.45,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,1,1,1,1,0,1,1,0,42,54.75,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,0,0,1,0,0,1,1,0,44,90.4,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,1,1,0,0,0,0,0,0,0,0,1,44.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,1,1,1,0,27,95.6,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,1,1,1,1,1,1,1,27,84.8,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,1,2,44.3,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,19,19.9,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0,0,0,1,1,1,1,42,95.05,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,1,1,1,1,1,1,0,66,90.05,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,0,1,1,0,1,1,1,1,1,1,33,109.9,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,1,0,34,73.95,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,0,1,1,1,1,1,1,33,54.6,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,0,0,0,0,0,0,0,0,23,20.05,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,32,19.75,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,11,20.05,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1,1,1,0,0,1,0,1,1,1,0,69,99.45,0,0,1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,1,0,0,1,0,0,0,0,68,55.9,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,1,0,20,19.7,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,0,72,19.8,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1,1,1,0,1,0,1,0,1,0,60,95.4,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,1,0,0,1,1,1,1,32,93.95,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,0,1,19.9,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,1,0,1,19.6,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0,0,1,0,1,0,0,0,0,1,1,3,81.35,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,0,46,24.45,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,0,0,1,0,29,74.95,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,1,1,1,0,0,1,0,51,87.35,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,1,1,48,70.65,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,0,0,16,73.25,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,1,1,1,0,1,1,0,70,98.7,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,40,24.8,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,1,1,0,1,0,0,0,1,0,0,22,83.3,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,1,1,1,75.3,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,1,0,5,24.3,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,0,7,69.85,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,1,1,1,0,1,0,0,29,100.55,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,44,25.7,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,1,1,1,0,0,0,0,0,10,40.7,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,1,55,51.65,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1,0,1,0,1,1,0,1,1,1,1,52,105.1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,0,0,0,0,1,0,0,10,85.95,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,18,75.6,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,0,0,1,0,0,0,0,68,58.25,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,61,19.4,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1,1,0,1,1,1,1,1,1,1,0,72,65.2,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,1,0,1,0,0,0,0,0,2,53.45,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,0,12,45.4,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,1,0,41,19.75,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0,0,0,0,0,1,1,1,0,1,0,26,44.45,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,36,20.85,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,72,114.05,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,0,0,1,0,1,1,0,35,89.85,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,0,0,1,55.05,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,0,1,1,1,1,1,0,16,112.95,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,1,1,0,1,49,101.55,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1,0,1,1,1,1,1,1,1,1,0,54,114.65,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,1,1,1,0,0,0,0,1,0,0,18,64.8,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,1,0,0,36,80.4,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,1,1,0,1,1,1,0,60,105.9,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,69.55,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1,1,1,0,0,0,0,0,0,1,0,52,25.05,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,1,1,0,0,1,0,1,1,1,0,8,94.75,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,1,0,1,1,1,0,0,72,105.5,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,64,24.7,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0,1,1,0,1,1,1,22,69.75,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,1,1,1,1,1,1,0,60,60.2,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,0,0,0,0,0,1,1,0,28,81.05,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,0,0,61,24.4,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,0,1,0,1,1,0,1,1,1,0,24,104.15,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,1,1,1,1,0,0,0,28,92.9,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,1,1,1,1,1,0,0,30,80.8,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,2,20.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,0,1,75.1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,0,6,19.65,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,1,0,0,1,1,1,0,24,69.45,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,0,0,1,0,1,1,0,0,4,101.15,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,1,1,1,0,7,99.8,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,1,1,1,1,1,1,1,72,116.05,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,1,1,0,70,40.05,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,0,1,1,1,1,0,1,64,102.1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,1,1,0,1,0,0,1,0,1,0,72,89.7,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,0,44,19.9,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,1,0,0,13,55.95,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,1,17,20.65,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,0,1,1,0,1,55.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,1,1,1,0,9,70.05,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,0,0,1,0,0,0,0,24,53.6,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,1,0,1,74.7,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,1,0,0,0,0,1,0,24,80.25,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,1,0,1,1,1,1,1,35,76.05,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,1,1,1,1,0,1,0,7,75.7,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0,0,1,1,1,1,0,5,96.1,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,1,1,0,0,0,0,0,0,0,0,15,69.0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,0,11,19.65,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,0,0,1,0,1,0,0,1,1,0,48,45.3,0,1,0,1,0,0,0,1,0,0,0,0,1,1
